door_id,family,outcome,traversal_success,raw_goal_success,vertical_applicable,native_spatial_supported,simulator_error,isolated_retry,elapsed_sim_s,review_url
db0182_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0182_swing_single
db0183_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0183_swing_double
db0184_rollup,rollup,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0184_rollup
db0185_swing_single,swing_single,robot_fell,False,False,True,True,,False,12.524000000000001,https://adamraudonis.github.io/DoorBench/#/review?door=db0185_swing_single
db0186_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0186_swing_single
db0187_turnstile_fullheight,turnstile_fullheight,robot_fell,False,False,True,True,,False,6.394,https://adamraudonis.github.io/DoorBench/#/review?door=db0187_turnstile_fullheight
db0188_cold_storage,cold_storage,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0188_cold_storage
db0189_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0189_swing_single
db0190_turnstile_fullheight,turnstile_fullheight,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0190_turnstile_fullheight
db0191_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0191_gate_swing
db0192_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0192_gate_swing
db0193_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0193_sliding_single
db0194_bifold,bifold,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0194_bifold
db0195_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0195_swing_single
db0196_rollup,rollup,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0196_rollup
db0197_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0197_swing_double
db0198_garage_sectional,garage_sectional,goal_not_reached_before_timeout,False,False,True,False,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0198_garage_sectional
db0199_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0199_swing_single
db0200_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0200_gate_swing
db0201_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0201_swing_single
db0202_turnstile_tripod,turnstile_tripod,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0202_turnstile_tripod
db0203_automatic_sliding,automatic_sliding,success,True,True,True,True,,False,8.842,https://adamraudonis.github.io/DoorBench/#/review?door=db0203_automatic_sliding
db0204_dutch,dutch,robot_fell,False,False,True,True,,False,6.97,https://adamraudonis.github.io/DoorBench/#/review?door=db0204_dutch
db0205_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0205_swing_single
db0206_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0206_swing_single
db0207_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0207_swing_single
db0208_hatch_ceiling,hatch_ceiling,not_upright_doorway,False,True,False,True,,False,9.742,https://adamraudonis.github.io/DoorBench/#/review?door=db0208_hatch_ceiling
db0209_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0209_swing_single
db0210_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0210_swing_single
db0211_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0211_swing_double
db0212_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0212_swing_single
db0213_garage_sectional,garage_sectional,goal_not_reached_before_timeout,False,False,True,False,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0213_garage_sectional
db0214_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0214_swing_single
db0215_accordion,accordion,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0215_accordion
db0216_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0216_swing_single
db0217_sliding_bypass,sliding_bypass,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0217_sliding_bypass
db0218_sliding_bypass,sliding_bypass,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0218_sliding_bypass
db0219_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0219_swing_single
db0220_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0220_swing_single
db0221_pivot,pivot,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0221_pivot
db0222_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0222_swing_double
db0223_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0223_swing_single
db0224_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0224_swing_single
db0225_automatic_swing,automatic_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0225_automatic_swing
db0226_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0226_sliding_single
db0227_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0227_swing_single
db0228_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0228_swing_single
db0229_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0229_swing_single
db0230_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0230_swing_single
db0231_bifold,bifold,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0231_bifold
db0232_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0232_swing_single
db0233_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0233_swing_single
db0234_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0234_swing_single
db0235_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0235_sliding_single
db0236_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0236_swing_single
db0237_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0237_swing_single
db0239_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0239_gate_swing
db0240_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0240_swing_single
db0241_hatch_floor,hatch_floor,not_upright_doorway,False,False,False,True,,False,6.168,https://adamraudonis.github.io/DoorBench/#/review?door=db0241_hatch_floor
db0242_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0242_sliding_single
db0243_swing_single,swing_single,goal_without_valid_crossing,False,True,True,True,,False,9.146,https://adamraudonis.github.io/DoorBench/#/review?door=db0243_swing_single
db0244_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0244_swing_single
db0245_swing_single,swing_single,goal_without_valid_crossing,False,True,True,True,,False,11.38,https://adamraudonis.github.io/DoorBench/#/review?door=db0245_swing_single
db0246_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0246_sliding_single
db0247_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0247_swing_single
db0248_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0248_swing_single
db0249_accordion,accordion,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0249_accordion
db0250_revolving,revolving,robot_fell,False,False,True,True,,False,1.976,https://adamraudonis.github.io/DoorBench/#/review?door=db0250_revolving
db0251_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0251_sliding_single
db0252_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0252_swing_single
db0253_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0253_gate_swing
db0254_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0254_swing_single
db0255_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0255_swing_single
db0256_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0256_swing_single
db0257_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0257_swing_single
db0258_rollup,rollup,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0258_rollup
db0259_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0259_swing_single
db0260_revolving,revolving,success,True,True,True,True,,False,14.092,https://adamraudonis.github.io/DoorBench/#/review?door=db0260_revolving
db0261_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0261_swing_double
db0262_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0262_sliding_single
db0263_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0263_swing_single
db0264_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0264_swing_single
db0265_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0265_swing_single
db0266_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0266_swing_single
db0267_sliding_bypass,sliding_bypass,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0267_sliding_bypass
db0268_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0268_swing_single
db0269_swing_single,swing_single,native_error,False,False,True,True,nonfinite_native_state,True,0.244,https://adamraudonis.github.io/DoorBench/#/review?door=db0269_swing_single
db0270_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0270_swing_single
db0271_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0271_sliding_single
db0272_turnstile_tripod,turnstile_tripod,robot_fell,False,False,True,True,,False,10.458,https://adamraudonis.github.io/DoorBench/#/review?door=db0272_turnstile_tripod
db0273_turnstile_fullheight,turnstile_fullheight,robot_fell,False,False,True,True,,False,6.384,https://adamraudonis.github.io/DoorBench/#/review?door=db0273_turnstile_fullheight
db0274_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0274_sliding_single
db0275_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0275_swing_double
db0276_cold_storage,cold_storage,success,True,True,True,True,,False,9.464,https://adamraudonis.github.io/DoorBench/#/review?door=db0276_cold_storage
db0277_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0277_swing_single
db0278_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0278_swing_single
db0279_swing_double,swing_double,success,True,True,True,True,,False,9.188,https://adamraudonis.github.io/DoorBench/#/review?door=db0279_swing_double
db0280_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0280_swing_single
db0281_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0281_gate_swing
db0282_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0282_swing_single
db0283_automatic_sliding,automatic_sliding,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0283_automatic_sliding
db0284_garage_tiltup,garage_tiltup,goal_not_reached_before_timeout,False,False,True,False,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0284_garage_tiltup
db0285_ship_watertight,ship_watertight,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0285_ship_watertight
db0286_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0286_swing_single
db0287_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0287_gate_swing
db0288_blast,blast,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0288_blast
db0289_garage_sectional,garage_sectional,goal_not_reached_before_timeout,False,False,True,False,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0289_garage_sectional
db0290_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0290_swing_single
db0291_stall,stall,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0291_stall
db0292_accordion,accordion,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0292_accordion
db0293_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0293_swing_single
db0294_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0294_swing_single
db0295_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0295_swing_single
db0296_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0296_sliding_single
db0297_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0297_swing_single
db0298_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0298_swing_single
db0299_saloon,saloon,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0299_saloon
db0300_saloon,saloon,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0300_saloon
db0301_gate_swing,gate_swing,success,True,True,True,True,,False,13.064,https://adamraudonis.github.io/DoorBench/#/review?door=db0301_gate_swing
db0302_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0302_swing_double
db0303_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0303_swing_single
db0304_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0304_swing_single
db0305_swing_single,swing_single,goal_without_valid_crossing,False,True,True,True,,False,11.728,https://adamraudonis.github.io/DoorBench/#/review?door=db0305_swing_single
db0306_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0306_sliding_single
db0307_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0307_swing_single
db0308_pivot,pivot,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0308_pivot
db0309_gate_sliding,gate_sliding,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0309_gate_sliding
db0310_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0310_swing_single
db0311_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0311_swing_single
db0312_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0312_swing_single
db0313_rollup,rollup,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0313_rollup
db0314_ship_watertight,ship_watertight,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0314_ship_watertight
db0315_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0315_swing_single
db0316_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0316_swing_double
db0317_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0317_swing_single
db0318_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0318_swing_single
db0319_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0319_swing_single
db0320_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0320_swing_single
db0321_sliding_bypass,sliding_bypass,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0321_sliding_bypass
db0322_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0322_swing_single
db0323_automatic_sliding,automatic_sliding,success,True,True,True,True,,False,8.818,https://adamraudonis.github.io/DoorBench/#/review?door=db0323_automatic_sliding
db0324_swing_single,swing_single,goal_without_valid_crossing,False,True,True,True,,False,12.200000000000001,https://adamraudonis.github.io/DoorBench/#/review?door=db0324_swing_single
db0325_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0325_swing_single
db0326_pivot,pivot,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0326_pivot
db0327_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0327_swing_single
db0328_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0328_swing_single
db0329_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0329_swing_single
db0330_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0330_swing_single
db0331_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0331_sliding_single
db0332_baby_gate,baby_gate,success,True,True,True,True,,False,9.18,https://adamraudonis.github.io/DoorBench/#/review?door=db0332_baby_gate
db0333_dutch,dutch,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0333_dutch
db0334_swing_double,swing_double,robot_fell,False,False,True,True,,False,15.364,https://adamraudonis.github.io/DoorBench/#/review?door=db0334_swing_double
db0335_gate_swing,gate_swing,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0335_gate_swing
db0336_baby_gate,baby_gate,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0336_baby_gate
db0337_sliding_bypass,sliding_bypass,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0337_sliding_bypass
db0338_turnstile_fullheight,turnstile_fullheight,robot_fell,False,False,True,True,,False,10.258000000000001,https://adamraudonis.github.io/DoorBench/#/review?door=db0338_turnstile_fullheight
db0339_garage_tiltup,garage_tiltup,goal_not_reached_before_timeout,False,False,True,False,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0339_garage_tiltup
db0340_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0340_sliding_single
db0341_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0341_swing_double
db0342_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0342_sliding_single
db0343_bifold,bifold,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0343_bifold
db0344_turnstile_tripod,turnstile_tripod,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0344_turnstile_tripod
db0345_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0345_sliding_single
db0346_swing_double,swing_double,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0346_swing_double
db0347_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0347_swing_single
db0348_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0348_swing_single
db0349_swing_single,swing_single,goal_without_valid_crossing,False,True,True,True,,False,11.22,https://adamraudonis.github.io/DoorBench/#/review?door=db0349_swing_single
db0350_strip_curtain,strip_curtain,success,True,True,True,True,,False,8.904,https://adamraudonis.github.io/DoorBench/#/review?door=db0350_strip_curtain
db0351_pivot,pivot,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0351_pivot
db0352_blast,blast,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0352_blast
db0353_automatic_sliding,automatic_sliding,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0353_automatic_sliding
db0354_pivot,pivot,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0354_pivot
db0355_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0355_swing_single
db0356_swing_double,swing_double,success,True,True,True,True,,False,8.67,https://adamraudonis.github.io/DoorBench/#/review?door=db0356_swing_double
db0357_hatch_ceiling,hatch_ceiling,not_upright_doorway,False,True,False,True,,False,9.1,https://adamraudonis.github.io/DoorBench/#/review?door=db0357_hatch_ceiling
db0358_pivot,pivot,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0358_pivot
db0359_sliding_single,sliding_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0359_sliding_single
db0360_hatch_floor,hatch_floor,not_upright_doorway,False,False,False,True,,False,5.486,https://adamraudonis.github.io/DoorBench/#/review?door=db0360_hatch_floor
db0361_swing_single,swing_single,goal_not_reached_before_timeout,False,False,True,True,,False,16.0,https://adamraudonis.github.io/DoorBench/#/review?door=db0361_swing_single
